NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
67,2022-03-08,110000,JUEVES,2022,MAR,NICOLAS SUAREZ,COBIJA,BARRIO PRIMAVERA,CALLE SIN NOMBRE,ALTURA AVENIDA PRINCIPAL,"-11.045734, -68.789447",MOTOCICLETA ABANDONADA,SIN DATO,MOTOCICLETA,HONDA,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.045734,-68.789447,
68,2022-04-01,020000,VIERNES,2022,ABR,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA TAHUAMANO,ALTURA FRENTE A LA EMPRESA PROMACOM,"-11.0366147, -68.7840125",HURTO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,MASCULINO,39.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0366147,-68.7840125,
69,2022-04-01,020000,SABADO,2022,ABR,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA TAHUAMANO,ALTURA FABRICA DE CASTANA,"-11.0366147, -68.7840125",HURTO DE AUTOPARTES,LLANTAS,SIN DATO,SIN DATO,MASCULINO,61.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0366147,-68.7840125,
70,2022-04-03,030000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,ALTURA FRENTE ALLOCAL MIRADOR,"-11.0366385, -68.776352",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0366385,-68.776352,
71,2022-04-03,000000,LUNES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE SIN NOMBRE,SLTURA AGUAS PERLITA,"-11.2499786, -67.9754218",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,22.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.2499786,-67.9754218,
72,2022-04-06,030000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PANTANAL,AVENIDA 9 DE FEBRERO,ALTURA PARQUE PINATA,"-11.0302532, -68.7657103",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,MASCULINO,51.0,BOLIVIANO,MASCULINO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.0302532,-68.7657103,
73,2022-04-06,220000,MIERCOLES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE LAS PACULAS,ALTURA AVENIDA,"-11.0302268, -68.7722764",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0302268,-68.7722764,
74,2022-04-10,030000,JUEVES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PAZ ZAMORA,CALLE INNOMINADO,ALTURA KILOMETRO 3,"-11.04399, -68.773434",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,50.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.04399,-68.773434,
75,2022-04-10,060000,VIERNES,2022,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA PANDO,ALTURA LOCAL DOREMI,"-11.0309548, -68.7750593",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0309548,-68.7750593,
76,2022-04-10,200000,SABADO,2022,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA A LADO DE ESTADION,"-11.0274983, -68.7636076",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,27.0,BRASILERO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0274983,-68.7636076,
77,2022-04-11,140000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA PANDO,ALTURA DOMICILIO DEL SR LUCHO FLORE EX GOBERNADOS DE COBIJA,"-11.032221, -68.774206",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,47.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.032221,-68.774206,
78,2022-04-07,230000,LUNES,2022,ABR,NICOLAS SUAREZ,COBIJA,SIN DATO,CALLE INNOMINADO,ALTURA CARRETERA HACIA LA COMUNIDAD BAJO VIRTUDES,"-11.0163771, -68.8157557",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,PEGASUS,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0163771,-68.8157557,
79,2022-04-12,220000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO ANTOFAGASTA,AVENIDA PANDO,ALTURA ENDE,"-11.0466873, -68.7795099",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0466873,-68.7795099,
80,2022-04-17,000000,MIERCOLES,2022,ABR,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA 9 DE FEBRERO,ALTURA BAR EL MIRADOR,"-11.0232097, -68.7707248",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,18.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0232097,-68.7707248,
81,2022-04-18,040000,JUEVES,2022,ABR,NICOLAS SUAREZ,COBIJA,SIN DATO,AVENIDA LAS PALMAS,ALTURA AVENKDA PRINCIPAL,"-11.0318307, -68.7643573",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0318307,-68.7643573,
82,2022-04-19,000000,VIERNES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE SIN NOMBRE,ALTURA AVENIDA PRINCIPAL,"-11.013236, -68.778621",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HORSE,MASCULINO,58.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.013236,-68.778621,
83,2022-04-07,200000,SABADO,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE JUNIO,CALLE SIN NOMBRE,ALTURA CENTRO DE SALUD 27 DE JUNIO,"-11.018947, -68.778785",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.018947,-68.778785,
84,2022-04-06,070000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,ALTURA LOCAL COCO BONGO,"-11.041679, -68.77265",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZO,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.041679,-68.77265,
85,2022-04-15,130000,LUNES,2022,ABR,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA PELIQUERIA DEIVI,"-11.0147599, -68.7564889",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0147599,-68.7564889,
86,2022-04-20,210000,MARTES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,ALTURA INMEDUACIONES TIENDA DE CERBESERIA,"-11.029104, -68.771221",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.029104,-68.771221,
87,2022-04-23,030000,MIERCOLES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,AVENIDA 9 DE FEBRERO,ALTURA CHURASQUERIA,"-11.039453, -68.771211",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.039453,-68.771211,
88,2022-04-24,060000,JUEVES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE TARECHI,ALTURA 2 CUADRAS DE LA MALLA DEL AEROPUERTO,"-11.025645, -68.777921",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,25.0,BOLIVIANO,MASCULINO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.025645,-68.777921,
89,2022-04-27,120000,VIERNES,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO JUNIN,CALLE INNOMINADO,ALTURA PUEBTE LA AMISTAD,"-11.0160992, -68.7537728",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0160992,-68.7537728,
90,2022-04-27,180000,SABADO,2022,ABR,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE SIN NOMBRE,ALTURA HOSPITAL ROBERTO GALINDO,"-11.0329428, -68.7694359",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0329428,-68.7694359,
91,2022-05-02,000000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA PANDO,ALTURA ROTONDA 27 DE MAYO,"-11.024563, -68.765997",TENTATIVA DE ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,25.0,BOLIVIANO,MASCULINO,,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.024563,-68.765997,
92,2022-05-02,020000,LUNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO JUNIN,CALLE JATATAL,ALTURA PUENTE,"-11.0163821, -68.7542463",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0163821,-68.7542463,
93,2022-05-02,040000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CARRETERA A MEJILLONES,ALTURA EMPRESA DE CASTANA FAVARO,"-11.0162003, -68.8220988",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0162003,-68.8220988,
94,2022-05-02,000000,MIERCOLES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO GARCIA LINERA,CALLE INNOMINADO,VIA PUBLICA,"-11.06115, -68.795402",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.06115,-68.795402,
95,2022-05-05,080000,JUEVES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE LUIS PEREZ,ALTURA AVENIDA PRINCIPAL,"-11.035793, -68.774637",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,MASCULINO,23.0,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.035793,-68.774637,
96,2022-05-08,050000,VIERNES,2022,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA MUSEO HISTORICO,"-11.031413, -68.762885",ROBO DE AUTOPARTES,SIN DATO,SIN DATO,SIN DATO,MASCULINO,23.0,BOLIVIANO,MASCULINO,35.0,BRASILERO,SIN DATO,URBANO,NINGUNO,-11.031413,-68.762885,
97,2022-05-08,020000,SABADO,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO PAZ ZAMORA,CALLE INNOMINADO,ALTURA PLZA PAZ ZAMORA,"-11.044455, -68.774501",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.044455,-68.774501,
98,2022-05-08,070000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,URBANIZACION CIELO ABIERTO,CALLE INNOMINADO,ALTURA AVENIDAD PRINCIPAL,"-11.041927, -68.795902",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,35.0,BOLIVIANO,MASCULINO,21.0,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.041927,-68.795902,
99,2022-05-11,020000,LUNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,ALTURA CHURASQUERIA MARTINEZ,"-11.029632, -68.77183",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.029632,-68.77183,
100,2022-05-20,010000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO LA AMISTAD,CALLE ARGENTINA,ALTURA ESQUINA OLANDA,"-11.3153631, -68.8985679",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.3153631,-68.8985679,
101,2022-05-13,050000,MIERCOLES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO TUNARI,AVENIDA 6 AGOSTO,ALTURA AVENIDA PRINCIPAL,"-11.018696, -68.7663607",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.018696,-68.7663607,
102,2022-05-11,020000,JUEVES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO EL BOSQUE,CALLE ELIODORO,ALTURA AVENIDAD PRINCIPAL,"-11.0221237, -68.7609556",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,MITSUBISHI,MASCULINO,19.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0221237,-68.7609556,
103,2022-05-11,200000,VIERNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 1RO DE MAYO,AVENIDA 11 DE NOVIEMBRE,ALTURA AVENIDAD PRINCIPAL,"-11.0135457, -68.7743467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,MITSUBISHI,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0135457,-68.7743467,
104,2022-05-15,090000,SABADO,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO PANTANAL,CALLE TOJO,ALTURA AVENIDAD PRINCIPAL,"-11.0322924, -68.7787052",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0322924,-68.7787052,
105,2022-05-16,030000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO GARCIA LINERA,CALLE SIN NOMBRE,ALTURA AVENIDAD PRINCIPAL,"-11.059531, -68.7987435",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.059531,-68.7987435,
106,2022-05-17,020000,LUNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE 25 DE MAYO,ALTURA ESQUINA LOS POSOS,"-11.0135457, -68.7743467",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,TOYOTA,MASCULINO,46.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0135457,-68.7743467,
107,2022-05-20,040000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO MOTOTAXI,CALLE INNOMINADO,ALTURA AVENIDAD PRINCIPAL,"-11.0241012, -68.7850126",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0241012,-68.7850126,
108,2022-05-15,140000,MIERCOLES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO MAPAJO,CALLE LUCIO PEREZ VELASQUEZ,ALTURA AVENIDA PRINCIPAL,"-11.0239938, -68.8112776",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0239938,-68.8112776,
109,2022-05-22,120000,JUEVES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA 27 DE MAYO,ALTURA NATURA VERDE,"-11.0220764, -68.7694958",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0220764,-68.7694958,
110,2022-05-04,090000,VIERNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO ANTOFAGASTA,CALLE INNOMINADO,ALTURA INMEDIACIONES SEMAFORO,"-11.051521, -68.777662",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,CHINA,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.051521,-68.777662,
111,2022-05-28,140000,SABADO,2022,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,ALTURA MERCADO CENTRAL,"-11.021258, -68.757207",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HYUNDAI,FEMENINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.021258,-68.757207,
112,2022-05-21,010000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE INNOMINADO,ALTURA CLUB SOCIAL,"-11.034892, -68.768849",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.034892,-68.768849,
113,2022-05-25,140000,LUNES,2022,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA TIENDA DE TELE COMUNICACIONES VIVA,"-11.0119351, -68.7557325",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,30.0,BOLIVIANO,MASCULINO,,BRASILERO,SIN DATO,URBANO,NINGUNO,-11.0119351,-68.7557325,
114,2022-05-27,110000,MARTES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE CLAVEL,ALTURA AV PATUJU,"-11.0119346, -68.7710535",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,42.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0119346,-68.7710535,
115,2022-05-28,180000,MIERCOLES,2022,MAY,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA MUSEO HISTORICO,"-11.0299094, -68.7720853",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,26.0,BOLIVIANO,MASCULINO,35.0,BOLIVIANO,SIN DATO,URBANO,NINGUNO,-11.0299094,-68.7720853,
116,2022-05-29,000000,JUEVES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO TAHUAMANU,AVENIDA 9 DE FEBRERO,ALTURA TRES CABEZAS,"-11.0285139, -68.7685286",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0285139,-68.7685286,
117,2022-05-28,200000,VIERNES,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA LOS TAJIVOS,ALTURA CALLE LAURA PERROBON,"-11.034349, -68.768159",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,DANNY,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.034349,-68.768159,
118,2022-05-30,000000,SABADO,2022,MAY,NICOLAS SUAREZ,COBIJA,BARRIO COPACABANA,CALLE VICTORIA ROJAS,ALTURA AVENIDA PRINCIPAL,"-11.038812, -68.777779",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.038812,-68.777779,
119,2022-06-29,030000,MARTES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO EUREKA,CARRETERA COBIJA PORVENIR,ALTURA DISCORECA FAMA,"-11.0491167940014, -68.775738061222",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0491167940014,-68.775738061222,
120,2022-06-09,080000,LUNES,2022,JUN,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA LOS LIRIOS,ALTURA AVENIDA PRINCIPAL,"-11.0490979, -68.8107191",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,60.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0490979,-68.8107191,
121,2022-06-02,160000,MARTES,2022,JUN,NICOLAS SUAREZ,COBIJA,ZONA INTERNACIONAL,AVENIDA INTERNACIONAL,ALTURA PARADA DE MOTOTAXI,"-11.027206, -68.753956",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.027206,-68.753956,
122,2022-06-18,160000,MIERCOLES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO PANTANAL,CALLE SIN NOMBRE,ALTURA AFUERAS U E JOSE M PANDO,"-11.0322924, -68.7787052",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0322924,-68.7787052,
123,2022-06-03,210000,JUEVES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE HEROINAS,ALTURA AVENIDA PRINCIPAL,"-11.0312558, -68.7630904",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0312558,-68.7630904,
124,2022-06-05,000000,VIERNES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO TAHUAMANU,AVENIDA LAS PALMAS,ALTURA LA POLLOSA,"-11.0285139, -68.7685286",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0285139,-68.7685286,
125,2022-06-05,000000,SABADO,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,CALLE PROGRESO,ALTURA AVENIDA PRINCIPAL,"-11.0284874, -68.7750947",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,26.0,BRASILERO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0284874,-68.7750947,
126,2022-06-05,050000,MARTES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,ALTURA INTERIO PATIO COCOBONGO,"-11.0419183947298, -68.772712424052",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,26.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0419183947298,-68.772712424052,
127,2022-06-05,230000,LUNES,2022,JUN,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA PANDO,ALTURA PRADO VIVIENDAS DE LOS MILITARES,"-11.0312489, -68.773931",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0312489,-68.773931,
128,2022-06-05,200000,MARTES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,ALTURA LOCAL EL MIRADOR,"-11.0366385, -68.776352",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0366385,-68.776352,
129,2022-06-08,040000,MIERCOLES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CALLE INNOMINADO,ALTURA CAJA NACIONAL DE SALUD HOBRERO,"-11.053114, -68.775776",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.053114,-68.775776,
130,2022-06-05,030000,JUEVES,2022,JUN,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE MAXIMILANO PAREDES Y COLLINS,ALTURA AVENIDA PRINCIPAL,"-11.0262826, -68.777967",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0262826,-68.777967,
