NUMERACION,FECHA,HORA,DIA,GESTION,MES,PROVINCIA,MUNICIPIO,BARRIO,AVENIDA_O_CALLE,LUGAR_ESPECIFICO_DEL_HECHO,COORDENADAS,TIPO_DE_HECHO,TIPO_DE_AUTOPARTES_O_ACCESORIOS_ROBADOS,TIPO_DEL_VEHICULO,MARCA_DEL_VEHICULO,SEXO_DE_LA_VICTIMA,EDAD_DE_LA_VICTIMA,NACIONALIDAD_DE_LA_VICTIMA,SEXO_DEL_AUTOR_O_SINDICADO,EDAD_DEL_AUTOR_O_SINDICADO,NACIONALIDAD_DEL_AUTOR_O_SINDICADO,SITUACION_JURICA_DEL_AUTOR_ARRESTADO_O_APREHENDIDO,AREA_URBANO_O_RURAL,OBSERVACIONES,LAT,LON,ERROR_GPS
983,2024-11-18,000000,MIERCOLES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE LUIS ESPINAL,LAVADOS DINCAR,"-11.0218975009449, -68.7655234403841",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0218975009449,-68.7655234403841,
984,2024-11-19,000000,JUEVES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,CALLE INNOMINADO,PARTE POSTERIOR EMAPA,"-11.0271603282487, -68.769959628731",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,21.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0271603282487,-68.769959628731,
985,2024-11-16,220000,VIERNES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO MIRAFLORES,CALLE SAN FRANCISCO DE ASIS,HELADERIA BESO FRIO,"-11.0232692861079, -68.7607325704488",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0232692861079,-68.7607325704488,
986,2024-11-20,230000,SABADO,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO SAN JUAN 1,CALLE INNOMINADO,CARPINTERIA SAN JOSE,"-11.0545215989666, -68.7738491496955",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0545215989666,-68.7738491496955,
987,2024-11-20,030000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,PLAZA 27 DE MAYO,"-11.0243241876857, -68.7659683413646",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,39.0,BOLIVIANO,MASCULINO,26.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0243241876857,-68.7659683413646,
988,2024-11-19,230000,LUNES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,RESTAURANT GRAN PARANA,"-11.0198276543439, -68.7664081393906",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0198276543439,-68.7664081393906,
989,2024-11-18,120000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,CALLE INNOMINADO,ALTURA TANQUE DE AGUA,"-11.040442957721, -68.7851538953288",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,40.0,BOLIVIANO,MASCULINO,33.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.040442957721,-68.7851538953288,
990,2024-11-22,200000,MIERCOLES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,CALLE INNOMINADO,ALTURA SEDE,"-11.0349996068899, -68.7637039998781",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,34.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0349996068899,-68.7637039998781,
991,2022-02-10,SIN DATO,JUEVES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO TAHUAMANU,CALLE INNOMINADO,LA PALLOZA,"-11.0365609678009, -68.7611100396008",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,MONTERO,MASCULINO,27.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0365609678009,-68.7611100396008,
992,2022-11-22,210000,VIERNES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PAZ ZAMORA,CALLE INNOMINADO,CANCHA EL ENCUENTRO,"-11.0428365793181, -68.7740612475415",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0428365793181,-68.7740612475415,
993,2024-11-21,070000,SABADO,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO PERLA DEL ACRE,CALLE INNOMINADO,TIENDA DONA EUGENIA,"-11.0399129284944, -68.7858000046882",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0399129284944,-68.7858000046882,
994,2024-11-22,220000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,CALLE INNOMINADO,AVENIDA PRINCIPAL,"-11.0315523205923, -68.7739024442498",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0315523205923,-68.7739024442498,
995,2024-11-24,180000,LUNES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,INMEDIACIONES SIMFA,"-11.0174475960744, -68.7562352324087",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,31.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0174475960744,-68.7562352324087,
996,2024-11-26,160000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO CONAVI,AVENIDA 9 DE FEBRERO,UE COBIJA A,"-11.0275166966375, -68.760059861576",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,41.0,BOLIVIANO,MASCULINO,26.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0275166966375,-68.760059861576,
997,2024-11-26,220000,MIERCOLES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO EVO MORALES,CALLE INNOMINADO,AVENIDA PRINCIPAL,"-11.0364124783968, -68.763565761497",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0364124783968,-68.763565761497,
998,2024-11-27,200000,JUEVES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,CALLE INNOMINADO,PICOTAGUA,"-11.0249637735757, -68.7632588726477",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,27.0,BOLIVIANO,MASCULINO,20.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0249637735757,-68.7632588726477,
999,2024-11-27,190000,VIERNES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO LAS PALMAS,AVENIDA ACRE,PARTE POSTERIOR UAP,"-11.0329857935379, -68.756511251599",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0329857935379,-68.756511251599,
1000,2024-11-29,020000,SABADO,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO TUNARI,CALLE INNOMINADO,AVENIDA TAJIBOS,"-11.0299206890612, -68.7696725331215",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KEEWAY,FEMENINO,24.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0299206890612,-68.7696725331215,
1001,2024-11-24,120000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA PANDO,FRENTE DISCOTECA AMAZONAS,"-11.0341594979329, -68.7758029571429",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,45.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0341594979329,-68.7758029571429,
1002,2024-11-05,160000,LUNES,2024,NOV,FEDERICO ROMAN,SANTOS MERCADO,SAN JOSE,CARRETERA A LOMA ALTA,VIA PUBLICA,"-10.524344, -66.159785",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,RURAL,NINGUNO,-10.524344,-66.159785,
1003,2024-11-26,160000,MARTES,2024,NOV,NICOLAS SUAREZ,COBIJA,ZONA INTERNACIONAL,AVENIDA NTERNACIONAL,PUENTE INTERNACIONAL,"-11.78853, -68.485911",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,MASCULINO,,BRASILERO,ARRESTADO,URBANO,NINGUNO,-11.78853,-68.485911,
1004,2024-12-01,020000,MIERCOLES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA PRINCIPAL,VIA PUBLICA,"-11.0353842043244, -68.7700958220903",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,32.0,BOLIVIANO,MASCULINO,28.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0353842043244,-68.7700958220903,
1005,2024-12-03,070000,JUEVES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,AVENIDA PRINCIPAL,VIA PUBLICA,"-11.0352040220494, -68.7712319205992",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,GAN MONTERO,MASCULINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0352040220494,-68.7712319205992,
1006,2024-12-05,160000,VIERNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,AVENIDA PRINCIPAL,VIA PUBLICA,"-11.0245332220774, -68.7660186965377",TENTATIVA DE ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,39.0,BOLIVIANO,MASCULINO,22.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0245332220774,-68.7660186965377,
1007,2024-12-05,230000,SABADO,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO MIRAFLORES,AVENIDA BAHIA,VIA PUBLICA,"-11.0209616424379, -68.7639281074786",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,29.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0209616424379,-68.7639281074786,
1008,2024-11-22,080000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO TUNARI,CALLE INNOMINADO,VIA PUBLICA,"-11.0375263978081, -68.7605283677184",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0375263978081,-68.7605283677184,
1009,2024-12-07,210000,LUNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO LAS CAMPINAS,CALLE INNOMINADO,VIA PUBLICA,"-11.0613180480908, -68.7820462758516",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0613180480908,-68.7820462758516,
1010,2024-12-08,110000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO PARAISO,CALLE INNOMINADO,VIA PUBLICA,"-11.0262794583063, -68.7768557335245",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0262794583063,-68.7768557335245,
1011,2024-12-08,170000,MIERCOLES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO BRISAS DEL ACRE,AVENIDA OTTO FELIPE BRAUM,COLEGIO VACA DIEZ MEDIO,"-11.0204330289173, -68.7603020179847",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0204330289173,-68.7603020179847,
1012,2024-12-10,170000,JUEVES,2024,DIC,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,FARMACIA SANTANDER,"-11.0218283908799, -68.7562896969319",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SUZUKI,FEMENINO,29.0,BOLIVIANO,MASCULINO,25.0,BRASILERO,APREHENDIDO,URBANO,NINGUNO,-11.0218283908799,-68.7562896969319,
1013,2024-12-11,190000,VIERNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 11 DE OCTUBRE,CALLE LAURA HEROBON,VIA PUBLICA,"-11.0304100503376, -68.7675940046884",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0304100503376,-68.7675940046884,
1014,2024-12-12,190000,SABADO,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,CALLE INNOMINADO,VIA PUBLICA,"-11.0400874587882, -68.7736581911966",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,27.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0400874587882,-68.7736581911966,
1015,2024-12-12,190000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,CALLE INNOMINADO,HOTEL OBELISCO,"-11.0337751111122, -68.7628774623606",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,FEMENINO,38.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0337751111122,-68.7628774623606,
1016,2024-12-13,130000,LUNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SAN CARLOS,CALLE INNOMINADO,COLEGIO MADRE NAZARIA,"-11.0607520489559, -68.7867087534648",ROBO DE AUTOPARTES,BATERIA,SIN DATO,SIN DATO,MASCULINO,39.0,BOLIVIANO,FEMENINO,27.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0607520489559,-68.7867087534648,
1017,2024-12-14,140000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO EL BOSQUE,CALLE ELIODORO VILLAZON,VIA PUBLICA,"-11.0293073129133, -68.7596636821485",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,FEMENINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0293073129133,-68.7596636821485,
1018,2024-12-16,140000,MIERCOLES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SENADOR,AVENIDA PANDO,VIA PUBLICA,"-11.0352011436612, -68.7768507521026",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,27.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0352011436612,-68.7768507521026,
1019,2024-12-15,210000,JUEVES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO LA CRUZ,CALLE CARMELITA,VIA PUBLICA,"-11.0216305779749, -68.765301398807",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0216305779749,-68.765301398807,
1020,2024-12-16,220000,VIERNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,SEDEGES,"-11.0161002048551, -68.755072355046",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,ZUSUKI,FEMENINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0161002048551,-68.755072355046,
1021,2024-12-16,040000,SABADO,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,VIA PUBLICA,"-11.0255455663718, -68.7671708491836",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,FORSA,MASCULINO,41.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0255455663718,-68.7671708491836,
1022,2024-12-16,190000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,CALLE INNOMINADO,VIA PUBLICA,"-11.0177756445022, -68.7546934623608",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0177756445022,-68.7546934623608,
1023,2024-12-16,220000,LUNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO BRISAS DEL ACRE,CALLE INNOMINADO,VIA PUBLICA,"-11.0198105821162, -68.7613793777053",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,FEMENINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0198105821162,-68.7613793777053,
1024,2024-12-16,220000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SENAC,AVENIDA TAHUAMANU,COLISEO ALFREDO HUARI,"-11.0272574698357, -68.7664349817716",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,28.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0272574698357,-68.7664349817716,
1025,2024-12-17,030000,MIERCOLES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO TUNARI,CALLE INNOMINADO,VIA PUBLICA,"-11.0393211587614, -68.7677886488688",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0393211587614,-68.7677886488688,
1026,2024-12-18,160000,JUEVES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO 27 DE MAYO,CALLE INNOMINADO,VIA PUBLICA,"-11.0352827721373, -68.7695501864868",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,36.0,BOLIVIANO,MASCULINO,22.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.0352827721373,-68.7695501864868,
1027,2024-12-18,100000,VIERNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO JUNIN,CALLE SIMON BOLIVAR,VIA PUBLICA,"-11.0174394579981, -68.7520904623608",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,37.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0174394579981,-68.7520904623608,
1028,2024-12-19,230000,SABADO,2024,DIC,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 16 DE JULIO,VIA PUBLICA,"-11.01757152018, -68.7574340046886",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,SIN DATO,MASCULINO,35.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.01757152018,-68.7574340046886,
1029,2024-12-21,030000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,VIA PUBLICA,"-11.0408713378043, -68.7723172758521",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,MASCULINO,25.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0408713378043,-68.7723172758521,
1030,2024-12-22,000000,LUNES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO NAZARIA,AVENIDA 9 DE FEBRERO,VIA PUBLICA,"-11.0407958075362, -68.7720533777049",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,23.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0407958075362,-68.7720533777049,
1031,2024-12-23,230000,MARTES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO MIRAFLORES,CALLE INNOMINADO,VIA PUBLICA,"-11.0281761245808, -68.7577964028837",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,32.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0281761245808,-68.7577964028837,
1032,2024-12-14,030000,MIERCOLES,2024,DIC,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,CALLE INNOMINADO,VIA PUBLICA,"-11.028075519794, -68.7734541911968",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,33.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.028075519794,-68.7734541911968,
1033,2024-12-09,140000,JUEVES,2024,DIC,NICOLAS SUAREZ,PORVENIR,SANTA LOURDES,CALLE INNOMINADO,DOMICILIO PARTICULAR,"-11.2413099664154, -68.7124101540814",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,,BRASILERO,SIN DATO,,SIN DATO,SIN DATO,RURAL,NINGUNO,-11.2413099664154,-68.7124101540814,
1034,2024-12-10,010000,VIERNES,2024,DIC,MANURIPI,PUERTO RICO,PUERTO RICO,CALLE INNOMINADO,CENTRO DE SALUD DEL MUNICIPIO,"-11.1036993002312, -67.5547533064323",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,FEMENINO,,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,RURAL,NINGUNO,-11.1036993002312,-67.5547533064323,
1035,2024-12-10,120000,SABADO,2024,DIC,NICOLAS SUAREZ,COBIJA,ZOFRA COBIJA,CALLE INNOMINADO,VIA PUBLICA,"-11.1320272696513, -68.7950991109025",MOTOCICLETA INDOCUMENTADA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.1320272696513,-68.7950991109025,
1036,2024-12-17,010000,MARTES,2024,DIC,NICOLAS SUAREZ,BELLA FLOR,KILOMETRO 60,CALLE INNOMINADO,VIA PUBLICA,"-11.081905067156, -67.8952495525923",MOTOCICLETA INDOCUMENTADA,SIN DATO,MOTOCICLETA,HAOJUE,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,SIN DATO,RURAL,NINGUNO,-11.081905067156,-67.8952495525923,
1037,2024-12-28,200000,LUNES,2024,DIC,MADRE DE DIOS,SAN LORENZO,COMUNIDAD NARANJAAL,CALLE INNOMINADO,VIA PUBLICA,"-11.8099939951064, -66.8756300124404",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,SIN DATO,,SIN DATO,MASCULINO,30.0,BOLIVIANO,APREHENDIDO,RURAL,NINGUNO,-11.8099939951064,-66.8756300124404,
1038,2024-06-05,090000,MARTES,2024,JUN,NICOLAS SUAREZ,COBIJA,ZONA CENTRAL,AVENIDA 9 DE FEBRERO,ALTURA UNIVERSIDAD AMAZONICA,"-11.0341486281305, -68.7603807034671",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HAOJUE,MASCULINO,20.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0341486281305,-68.7603807034671,
1039,2024-09-02,090000,MIERCOLES,2024,SEPT,NICOLAS SUAREZ,COBIJA,BARRIO 16 DE JULIO,AVENIDA 16 DE JULIO,CASA DE LA CULTURA,"-11.0195638170567, -68.7585353519609",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,FEMENINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,SIN DATO,URBANO,NINGUNO,-11.0195638170567,-68.7585353519609,
1040,2024-12-31,190000,JUEVES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO MANANTIAL,AVENIDA 9 DE FEBRERO,ALTURA KARAOKE KARAOKE BUNKER,"-11.0418788682552, -68.7722071901561",ROBO DE VEHICULO,SIN DATO,SIN DATO,SIN DATO,MASCULINO,36.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.0418788682552,-68.7722071901561,
1041,2025-01-01,100000,VIERNES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,AVENIDA BRASIL,INMEDIACIONES HOTEL DORADO,"-11.026694, -68.753384",ROBO AGRAVADO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,KYNGO,MASCULINO,40.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.026694,-68.753384,
1042,2025-01-02,220000,SABADO,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO SANTA CLARA,AVENIDA PANDO,INMEDICIONES FARMACIA A Y B,"-11.028185, -68.770031",RECEPTACION DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,SIN DATO,,SIN DATO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.028185,-68.770031,
1043,2025-01-02,010000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO PROGRESO,AVENIDA INTERNACIONAL,INMEDIACIONES IGLESIA PODER DE DIO,"-11.02613, -68.754657",ROBO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,VENZER,MASCULINO,35.0,BOLIVIANO,MASCULINO,22.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.02613,-68.754657,
1044,2023-11-02,080000,LUNES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO CONAVI,CALLE GUTIERREZ,INMEDIACIONES CLINICA BURGOS,"-11.028751, -68.761188",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,HONDA,MASCULINO,38.0,BOLIVIANO,MASCULINO,32.0,BOLIVIANO,APREHENDIDO,URBANO,NINGUNO,-11.028751,-68.761188,
1045,2025-01-05,020000,MARTES,2025,ENE,NICOLAS SUAREZ,COBIJA,BARRIO VILLAMONTES,CALLE INNOMINADO,INMEDIACIONES DISCOTECA MALALA,"-11.014837, -68.751496",HURTO DE MOTOCICLETA,SIN DATO,MOTOCICLETA,YAMAHA,MASCULINO,30.0,BOLIVIANO,SIN DATO,,SIN DATO,LIBRE,URBANO,NINGUNO,-11.014837,-68.751496,
